"IDN4";"NM4";"IDN3";"NM3";"IDN2";"NM2";"KATEGORIA";"TXT";"POINT_X";"POINT_Y"
515531;"Slizké";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-350122.17;-1257371.12
515647;"Španie Pole";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-347374.98;-1257289.07
526231;"Silická Brezová";808;"Roòava";8;"Košickı  kraj";"obec";;-320840.64;-1257461.67
599310;"Chorváty";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-291957.72;-1255355.99
543063;"Koniarovce";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-497890.05;-1256101.85
528471;"Kuzmice";811;"Trebišov";8;"Košickı  kraj";"obec";;-240648.1;-1255966.68
544027;"Zemplínske Hradište";811;"Trebišov";8;"Košickı  kraj";"obec";;-228201.97;-1256252.67
515728;"Veèelkov";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-363946.62;-1295861.34
500062;"Beladice";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-484189.07;-1266965.9
507806;"Báhoò";107;"Pezinok";1;"Bratislavskı kraj";"obec";;-546847.82;-1265133.4
517160;"Poèúvadlo";602;"Banská Štiavnica";6;"Banskobystrickı kraj";"obec";;-443844.81;-1267767.41
511471;"Kalinovo";607;"Poltár";6;"Banskobystrickı kraj";"obec";;-379065.04;-1269537.71
544035;"Zemplínske Jastrabie";811;"Trebišov";8;"Košickı  kraj";"obec";;-225576.39;-1266071.12
518221;"Bzovská Lehôtka";611;"Zvolen";6;"Banskobystrickı kraj";"obec";;-421546.97;-1264111.95
518999;"ibritov";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-432762.07;-1265721.94
508250;"Šenkvice";107;"Pezinok";1;"Bratislavskı kraj";"obec";;-554439.64;-1265595.82
504181;"Zemianske Sady";202;"Galanta";2;"Trnavskı kraj";"obec";;-518831.02;-1265742.65
556513;"Vlèkovce";207;"Trnava";2;"Trnavskı kraj";"obec";;-531660.14;-1266379.01
504157;"Vinohrady nad Váhom";202;"Galanta";2;"Trnavskı kraj";"obec";;-523546.06;-1266057.77
515736;"Ve¾ké Teriakovce";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-359681.44;-1266235.75
514462;"Rimavská Sobota";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"okresné mesto";;-356182.84;-1271951.26
515612;"Torna¾a";608;"Revúca";6;"Banskobystrickı kraj";"mesto";;-333039.82;-1269045.33
502693;"Pukanec";402;"Levice";4;"Nitriansky  kraj";"obec";;-452335.75;-1268551.52
500887;"Ve¾ké Záluie";403;"Nitra";4;"Nitriansky  kraj";"obec";;-510529.85;-1268363.07
515159;"Levkuška";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-337482.07;-1264871.02
500810;"Tesárske Mlyòany";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-479296.07;-1267863.85
517178;"Prenèov";602;"Banská Štiavnica";6;"Banskobystrickı kraj";"obec";;-437243.74;-1269263.84
500321;"Choèa";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-481671.03;-1265689.89
515591;"Sušany";607;"Poltár";6;"Banskobystrickı kraj";"obec";;-365471.02;-1268367.32
500925;"Volkovce";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-472082.31;-1268602.72
582425;"Dolné Lefantovce";403;"Nitra";4;"Nitriansky  kraj";"obec";;-495896.02;-1257100.23
543799;"Stráne";811;"Trebišov";8;"Košickı  kraj";"obec";;-219391.2;-1280966.06
516562;"Zombor";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-400236.48;-1296626.93
516546;"Záhorce";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-408565.68;-1298553.58
501956;"Trnávka";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-553168.03;-1297437.6
511684;"Ozdín";607;"Poltár";6;"Banskobystrickı kraj";"obec";;-380199.16;-1260796.03
582387;"Èab";403;"Nitra";4;"Nitriansky  kraj";"obec";;-506319.78;-1257962.5
511226;"Ábelová";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-399283.41;-1266046.85
513849;"Stanèa";811;"Trebišov";8;"Košickı  kraj";"obec";;-234083.47;-1257693.45
511358;"Divín";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-391376.82;-1262317.52
515574;"Leváre";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-337876.5;-1258606.29
514870;"Hostišovce";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-348246.36;-1259846.06
543853;"Ve¾ké Kapušany";807;"Michalovce";8;"Košickı  kraj";"mesto";;-203158.89;-1260568.85
515175;"Lukovištia";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-354993.34;-1259914.82
557811;"Rimavské Zaluany";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-361465.41;-1258619.69
556521;"Dolné Zelenice";203;"Hlohovec";2;"Trnavskı kraj";"obec";;-523869.61;-1259627.39
508381;"Zohor";106;"Malacky";1;"Bratislavskı kraj";"obec";;-580987.51;-1260611.89
543870;"Ve¾ké Raškovce";807;"Michalovce";8;"Košickı  kraj";"obec";;-215473.58;-1259927.85
581097;"¼udovítová";403;"Nitra";4;"Nitriansky  kraj";"obec";;-499290.21;-1259562.92
521761;"Ninı Lánec";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-274734.73;-1259339.04
556661;"Dolné Lovèice";207;"Trnava";2;"Trnavskı kraj";"obec";;-529191.22;-1260334.4
517283;"Štiavnické Bane";602;"Banská Štiavnica";6;"Banskobystrickı kraj";"obec";;-440789.13;-1259829.75
522465;"Hnojné";807;"Michalovce";8;"Košickı  kraj";"obec";;-202933.13;-1235614.59
520624;"Papín";702;"Humenné";7;"Prešovskı kraj";"obec";;-202400.57;-1200761.06
519391;"Kraèúnovce";712;"Svidník";7;"Prešovskı kraj";"obec";;-243926.1;-1198302.93
581691;"Štefanovièová";403;"Nitra";4;"Nitriansky  kraj";"obec";;-500882.61;-1282971.91
528790;"Komárany";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-233818.75;-1218449.29
501026;"Komárno";401;"Komárno";4;"Nitriansky  kraj";"okresné mesto";;-501969.18;-1330670.94
516759;"Hodruša-Hámre";612;"arnovica";6;"Banskobystrickı kraj";"obec";;-448422.03;-1256938.79
524701;"Kvaèany";707;"Prešov";7;"Prešovskı kraj";"obec";;-274197.06;-1214024.62
520497;"Modra nad Cirochou";702;"Humenné";7;"Prešovskı kraj";"obec";;-203954.07;-1217130.78
515876;"Bátorová";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-413300.47;-1296290.5
528111;"Baèkov";811;"Trebišov";8;"Košickı  kraj";"obec";;-236012.38;-1238660.85
509370;"Povina";504;"Kysucké Nové Mesto";5;"ilinskı kraj";"obec";;-437497.09;-1162721.3
500313;"Hruboòovo";403;"Nitra";4;"Nitriansky  kraj";"obec";;-502985.68;-1253921.92
525766;"Hucín";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-334327.51;-1253485.65
518115;"Slanèík";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-246102.13;-1246764.57
504084;"Topo¾nica";202;"Galanta";2;"Trnavskı kraj";"obec";;-522593.21;-1282703.08
516023;"Horné Plachtince";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-411697.96;-1284407.56
515132;"Lenartovce";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-335251.95;-1282719.04
529460;"Bratislava-Petralka";105;"Bratislava V";1;"Bratislavskı kraj";"obec - mestská èas Bratislava, Košice";;-573930.31;-1283738.24
518841;"Súdovce";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-445195.57;-1284946.96
503819;"Hurbanova Ves";108;"Senec";1;"Bratislavskı kraj";"obec";;-549259.56;-1282331.38
516163;"¼uborieèka";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-393540.74;-1283281.78
514691;"Dubovec";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-346520.46;-1282462.64
555754;"Matúškovo";202;"Galanta";2;"Trnavskı kraj";"obec";;-527235.37;-1282618.68
528561;"Malı Kamenec";811;"Trebišov";8;"Košickı  kraj";"obec";;-225459.28;-1282242.07
518646;"Medovarce";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-432562.81;-1283293.65
511871;"Šíd";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-367295.45;-1283148.15
515965;"Dolná Strehová";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-396202.41;-1284176.43
511803;"Rapovce";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-381957.05;-1282625.12
500569;"Melek";403;"Nitra";4;"Nitriansky  kraj";"obec";;-482809.74;-1282799.14
515621;"Šimonovce";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-350019.84;-1284714.65
500844;"Ve¾ká Dolina";403;"Nitra";4;"Nitriansky  kraj";"obec";;-504923.19;-1282822.08
500917;"Vinodol";403;"Nitra";4;"Nitriansky  kraj";"obec";;-492172.69;-1283154.83
502413;"Kalná nad Hronom";402;"Levice";4;"Nitriansky  kraj";"obec";;-468672.27;-1284398.38
502464;"Kura¾any";402;"Levice";4;"Nitriansky  kraj";"obec";;-469064.59;-1308621.9
526738;"Hranièné";710;"Stará ¼ubovòa";7;"Prešovskı kraj";"obec";;-299955.7;-1164872.77
520659;"Pichne";709;"Snina";7;"Prešovskı kraj";"obec";;-198026.5;-1207187.21
528170;"Borša";811;"Trebišov";8;"Košickı  kraj";"obec";;-231480.94;-1277445.13
521485;"Janík";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-284789.33;-1257039.25
512842;"Povaská Bystrica";306;"Povaská Bystrica";3;"Trenèiansky kraj";"okresné mesto";;-465845.56;-1182318.3
503061;"Belá";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-466166.44;-1325569.75
581399;"Banka";204;"Piešany";2;"Trnavskı kraj";"obec";;-514302.89;-1237646.24
520373;"Kochanovce";702;"Humenné";7;"Prešovskı kraj";"obec";;-211398.65;-1215702.27
518824;"Stook";604;"Detva";6;"Banskobystrickı kraj";"obec";;-403832.98;-1252107.48
543471;"Pongrácovce";704;"Levoèa";7;"Prešovskı kraj";"obec";;-293061.85;-1204761.2
526711;"Haligovce";710;"Stará ¼ubovòa";7;"Prešovskı kraj";"obec";;-318259.59;-1164297.03
516368;"Senné";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-402712.57;-1276905.06
515205;"Neporadza";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-328824.88;-1275996.97
543926;"Vinièky";811;"Trebišov";8;"Košickı  kraj";"obec";;-228727.57;-1276909.1
518484;"Jalšovík";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-424459.4;-1275314.2
581135;"Malé Kozmálovce";402;"Levice";4;"Nitriansky  kraj";"obec";;-468634.86;-1276109.75
529389;"Bratislava-Dúbravka";104;"Bratislava IV";1;"Bratislavskı kraj";"obec - mestská èas Bratislava, Košice";;-578064.18;-1276317.86
511293;"Buzitka";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-372769.75;-1279208.07
512010;"Ve¾ké Dravce";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-369701.0;-1275297.38
504017;"Sládkovièovo";202;"Galanta";2;"Trnavskı kraj";"mesto";;-533461.34;-1277951.22
514942;"Husiná";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-366949.73;-1275993.19
543772;"Somotor";811;"Trebišov";8;"Košickı  kraj";"obec";;-223729.19;-1276914.87
514632;"Dolné Zahorany";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-365080.33;-1274990.51
503762;"Gáò";202;"Galanta";2;"Trnavskı kraj";"obec";;-527657.97;-1275521.51
528293;"Èierna nad Tisou";811;"Trebišov";8;"Košickı  kraj";"mesto";;-202894.1;-1275902.78
515841;"íp";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-342764.26;-1274924.48
511251;"Bo¾kovce";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-374838.82;-1275931.49
511609;"Mašková";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-390241.27;-1275309.78
502219;"Drenice";402;"Levice";4;"Nitriansky  kraj";"obec";;-454730.17;-1275784.59
528145;"Biel";811;"Trebišov";8;"Košickı  kraj";"obec";;-205395.68;-1276675.02
528552;"Malı Horeš";811;"Trebišov";8;"Košickı  kraj";"obec";;-213016.61;-1277870.19
518905;"Uòatín";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-427357.61;-1276755.95
516422;"Suché Brezovo";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-405569.77;-1276886.71
500933;"Vráble";403;"Nitra";4;"Nitriansky  kraj";"mesto";;-484014.8;-1278083.2
518611;"Litava";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-418882.03;-1277102.61
507938;"Ivanka pri Dunaji";108;"Senec";1;"Bratislavskı kraj";"obec";;-562007.61;-1276900.78
515655;"Štrkovec";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-333778.33;-1276010.45
500739;"Moèenok";405;"Ša¾a";4;"Nitriansky  kraj";"obec";;-511863.76;-1276919.92
503665;"Galanta";202;"Galanta";2;"Trnavskı kraj";"okresné mesto";;-527292.14;-1279793.2
581160;"Ve¾ké Kozmálovce";402;"Levice";4;"Nitriansky  kraj";"obec";;-466577.9;-1276352.9
514535;"Belín";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-349929.75;-1277034.4
515752;"Vieska nad Blhom";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-343124.57;-1276343.12
522783;"Markovce";807;"Michalovce";8;"Košickı  kraj";"obec";;-220612.67;-1255857.7
526347;"Vyšná Slaná";808;"Roòava";8;"Košickı  kraj";"obec";;-331132.56;-1228531.16
515868;"Balog nad Ip¾om";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-423932.37;-1301576.55
521213;"Boliarov";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-249334.91;-1230679.77
518581;"Leš (vojenskı obvod)";611;"Zvolen";6;"Banskobystrickı kraj";"obec - vojenskı obvod";;-409338.96;-1273089.22
598194;"Košice-Lorinèík";803;"Košice II";8;"Košickı  kraj";"obec - mestská èas Bratislava, Košice";;-267811.8;-1242659.7
524387;"Dulova Ves";707;"Prešov";7;"Prešovskı kraj";"obec";;-258124.46;-1213926.18
521001;"Vırava";705;"Medzilaborce";7;"Prešovskı kraj";"obec";;-205934.68;-1189490.1
500895;"Ve¾kı Cetín";403;"Nitra";4;"Nitriansky  kraj";"obec";;-492966.39;-1280239.3
517593;"Hornı Hrièov";511;"ilina";5;"ilinskı kraj";"obec";;-448973.27;-1167893.61
520772;"Slovenská Volová";702;"Humenné";7;"Prešovskı kraj";"obec";;-218496.4;-1212396.11
516236;"Nenince";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-414343.59;-1294365.15
505510;"Súlovce";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-492005.08;-1252812.37
510386;"Demänovská Dolina";505;"Liptovskı Mikuláš";5;"ilinskı kraj";"obec";;-384106.56;-1204719.34
517372;"Vysoká";602;"Banská Štiavnica";6;"Banskobystrickı kraj";"obec";;-446389.38;-1262429.6
508136;"Nová Dedinka";108;"Senec";1;"Bratislavskı kraj";"obec";;-555136.07;-1278668.68
515353;"Radnovce";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-342575.41;-1277680.03
518514;"Kozí Vrbovok";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-423444.87;-1276588.46
516554;"Závada";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-396228.95;-1279729.99
502596;"Novı Tekov";402;"Levice";4;"Nitriansky  kraj";"obec";;-468150.42;-1279388.88
514951;"Chanava";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-335873.57;-1278535.46
555908;"Malı Cetín";403;"Nitra";4;"Nitriansky  kraj";"obec";;-493722.91;-1278012.56
500666;"Paòa";403;"Nitra";4;"Nitriansky  kraj";"obec";;-489960.44;-1278762.71
503894;"Krá¾ová pri Senci";108;"Senec";1;"Bratislavskı kraj";"obec";;-547785.43;-1277404.45
502341;"Hronské Kosihy";402;"Levice";4;"Nitriansky  kraj";"obec";;-462465.85;-1277212.2
555991;"Svätoplukovo";403;"Nitra";4;"Nitriansky  kraj";"obec";;-502822.23;-1278280.92
500160;"Èifáre";403;"Nitra";4;"Nitriansky  kraj";"obec";;-477612.68;-1279974.91
516066;"Chrany";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-398118.18;-1279534.1
511439;"Holiša";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-376665.03;-1279061.6
529320;"Bratislava-Ruinov";102;"Bratislava II";1;"Bratislavskı kraj";"obec - mestská èas Bratislava, Košice";;-570462.05;-1279692.33
518883;"Trpín";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-421922.84;-1277308.56
514730;"Gemerèek";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-358782.23;-1279132.12
557765;"Rieèka";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-333319.59;-1278268.74
508284;"Tureò";108;"Senec";1;"Bratislavskı kraj";"obec";;-552528.07;-1277838.11
529397;"Bratislava-Karlova Ves";104;"Bratislava IV";1;"Bratislavskı kraj";"obec - mestská èas Bratislava, Košice";;-577601.95;-1279244.23
518441;"Hornı Badín";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-426728.18;-1278846.16
514594;"Cakov";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-341172.08;-1277702.55
514985;"Ivanice";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-340496.76;-1279094.49
516465;"Ve¾ká Èalomija";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-419095.89;-1302642.47
516139;"Kosihy nad Ip¾om";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-421173.01;-1301729.36
501701;"Krá¾ovièove Kraèany";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-542555.87;-1301462.96
503011;"Nové Zámky";404;"Nové Zámky";4;"Nitriansky  kraj";"okresné mesto";;-496914.91;-1305790.77
580597;"Kyselica";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-554702.47;-1300200.73
503754;"Dolnı Chotár";202;"Galanta";2;"Trnavskı kraj";"obec";;-518878.0;-1302130.43
516384;"Slovenské Ïarmoty";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-412466.75;-1300690.22
502448;"Kubáòovo";402;"Levice";4;"Nitriansky  kraj";"obec";;-448505.11;-1301813.02
502499;"Lontov";402;"Levice";4;"Nitriansky  kraj";"obec";;-450956.3;-1303385.06
501697;"Kostolné Kraèany";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-540673.12;-1302133.54
501743;"Lúè na Ostrove";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-544727.03;-1302646.3
503096;"Branovo";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-486077.78;-1302462.47
501999;"Vojka nad Dunajom";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-555162.93;-1301791.3
516112;"Koláre";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-415768.21;-1302898.5
501719;"Kútniky";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-534653.46;-1303248.91
502227;"Farná";402;"Levice";4;"Nitriansky  kraj";"obec";;-470985.93;-1305712.48
501921;"Topo¾níky";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-525124.72;-1305540.79
502600;"Nırovce";402;"Levice";4;"Nitriansky  kraj";"obec";;-466103.15;-1304018.6
503029;"Andovce";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-501284.31;-1304523.87
555720;"Povoda";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-536151.1;-1303656.29
501603;"Hornı Bar";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-549843.53;-1305415.47
501557;"Dolnı Bar";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-532901.07;-1304673.53
502791;"Šalov";402;"Levice";4;"Nitriansky  kraj";"obec";;-456303.58;-1307187.73
525791;"Jelšava";608;"Revúca";6;"Banskobystrickı kraj";"mesto";;-338462.23;-1245489.36
500071;"Branè";403;"Nitra";4;"Nitriansky  kraj";"obec";;-496045.83;-1280708.01
524361;"Drienovská Nová Ves";707;"Prešov";7;"Prešovskı kraj";"obec";;-263089.92;-1219497.96
522015;"Slanská Huta";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-248345.0;-1253687.53
509451;"Skalité";502;"Èadca";5;"ilinskı kraj";"obec";;-429324.93;-1142818.17
513091;"Horná Poruba";302;"Ilava";3;"Trenèiansky kraj";"obec";;-477459.08;-1200913.6
524531;"Chminianske Jakubovany";707;"Prešov";7;"Prešovskı kraj";"obec";;-278792.43;-1208057.39
515744;"Ve¾kı Blh";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-348724.71;-1265370.44
560154;"Smiany";810;"Spišská Nová Ves";8;"Košickı  kraj";"obec";;-315254.8;-1210697.04
511544;"Lipovany";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-380302.04;-1288596.7
527866;"Šandal";711;"Stropkov";7;"Prešovskı kraj";"obec";;-234133.64;-1188983.99
520560;"Ohradzany";702;"Humenné";7;"Prešovskı kraj";"obec";;-218600.25;-1210323.62
503649;"Zemné";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-509659.07;-1304697.29
509493;"Svrèinovec";502;"Èadca";5;"ilinskı kraj";"obec";;-437166.44;-1143934.5
520802;"Snina";709;"Snina";7;"Prešovskı kraj";"okresné mesto";;-196048.27;-1212482.9
524999;"Ovèie";707;"Prešov";7;"Prešovskı kraj";"obec";;-282102.38;-1211624.27
509485;"Staškov";502;"Èadca";5;"ilinskı kraj";"obec";;-444700.67;-1149889.35
503614;"Tvrdošovce";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-503198.05;-1293097.61
513881;"Prievidza";307;"Prievidza";3;"Trenèiansky kraj";"okresné mesto";;-455535.51;-1221357.72
504688;"Poriadie";303;"Myjava";3;"Trenèiansky kraj";"obec";;-529941.19;-1214553.06
520004;"Humenné";702;"Humenné";7;"Prešovskı kraj";"okresné mesto";;-214060.17;-1217579.87
500356;"Jarok";403;"Nitra";4;"Nitriansky  kraj";"obec";;-509544.68;-1272015.92
509272;"Lodno";504;"Kysucké Nové Mesto";5;"ilinskı kraj";"obec";;-433014.72;-1160507.17
511901;"Toènica";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-383834.32;-1266858.12
528510;"Leles";811;"Trebišov";8;"Košickı  kraj";"obec";;-207237.98;-1270474.33
528412;"Kašov";811;"Trebišov";8;"Košickı  kraj";"obec";;-228211.57;-1266737.44
511757;"Polichno";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-394500.3;-1267016.19
556491;"Opoj";207;"Trnava";2;"Trnavskı kraj";"obec";;-532444.01;-1266991.13
528200;"Brehov";811;"Trebišov";8;"Košickı  kraj";"obec";;-222499.13;-1267150.49
507989;"Svätı Jur";107;"Pezinok";1;"Bratislavskı kraj";"mesto";;-564520.28;-1269779.48
515256;"Otroèok";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-336682.03;-1265797.1
543977;"Zatín";811;"Trebišov";8;"Košickı  kraj";"obec";;-216321.46;-1268765.11
555495;"Kaplna";108;"Senec";1;"Bratislavskı kraj";"obec";;-546348.43;-1266981.87
500453;"Lehota";403;"Nitra";4;"Nitriansky  kraj";"obec";;-506652.59;-1268358.99
507296;"Majcichov";207;"Trnava";2;"Trnavskı kraj";"obec";;-533539.89;-1269038.12
556564;"Slovenská Nová Ves";207;"Trnava";2;"Trnavskı kraj";"obec";;-540693.18;-1267417.8
507831;"Borinka";106;"Malacky";1;"Bratislavskı kraj";"obec";;-573846.43;-1267296.94
504009;"Sereï";202;"Galanta";2;"Trnavskı kraj";"mesto";;-525933.46;-1269617.9
515701;"Uzovská Panica";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-346867.02;-1268671.46
543764;"So¾nièka";811;"Trebišov";8;"Košickı  kraj";"obec";;-212349.78;-1268866.85
528161;"Bo¾";811;"Trebišov";8;"Košickı  kraj";"obec";;-213516.35;-1269573.7
516830;"Hronskı Beòadik";612;"arnovica";6;"Banskobystrickı kraj";"obec";;-464338.88;-1268432.48
503967;"Pusté Sady";202;"Galanta";2;"Trnavskı kraj";"obec";;-518648.71;-1267678.26
507741;"Voderady";207;"Trnava";2;"Trnavskı kraj";"obec";;-538922.02;-1269425.29
580937;"Bohunice";402;"Levice";4;"Nitriansky  kraj";"obec";;-450203.33;-1271048.15
511749;"Podreèany";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-386980.22;-1267405.0
507822;"Blatné";108;"Senec";1;"Bratislavskı kraj";"obec";;-549465.06;-1269433.35
515027;"Kaloša";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-340914.87;-1268843.85
529427;"Bratislava-Záhorská Bystrica";104;"Bratislava IV";1;"Bratislavskı kraj";"obec - mestská èas Bratislava, Košice";;-577774.29;-1269488.72
529371;"Bratislava-Devínska Nová Ves";104;"Bratislava IV";1;"Bratislavskı kraj";"obec - mestská èas Bratislava, Košice";;-582768.69;-1272827.47
508306;"Vinièné";107;"Pezinok";1;"Bratislavskı kraj";"obec";;-557870.91;-1268211.91
555487;"Igram";108;"Senec";1;"Bratislavskı kraj";"obec";;-546015.06;-1267732.42
527572;"Miková";711;"Stropkov";7;"Prešovskı kraj";"obec";;-218831.5;-1177488.33
524565;"Jakubova Vo¾a";708;"Sabinov";7;"Prešovskı kraj";"obec";;-278192.5;-1193163.32
501158;"Chotín";401;"Komárno";4;"Nitriansky  kraj";"obec";;-493252.19;-1326422.93
519791;"Snakov";701;"Bardejov";7;"Prešovskı kraj";"obec";;-274749.23;-1171590.49
522945;"Poruba pod Vihorlatom";807;"Michalovce";8;"Košickı  kraj";"obec";;-197707.54;-1230553.97
543675;"Torysky";704;"Levoèa";7;"Prešovskı kraj";"obec";;-302975.09;-1195965.88
520888;"Topo¾a";709;"Snina";7;"Prešovskı kraj";"obec";;-180901.59;-1206557.0
528102;"Baèka";811;"Trebišov";8;"Košickı  kraj";"obec";;-205855.47;-1272897.65
503240;"Kamenín";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-462352.69;-1319778.87
505552;"Šišov";301;"Bánovce nad Bebravou";3;"Trenèiansky kraj";"obec";;-489461.87;-1231608.54
518298;"Dobrá Niva";611;"Zvolen";6;"Banskobystrickı kraj";"obec";;-422932.88;-1257720.01
523003;"Remetské Hámre";809;"Sobrance";8;"Košickı  kraj";"obec";;-194241.77;-1228095.87
523879;"Spišskı Štiavnik";706;"Poprad";7;"Prešovskı kraj";"obec";;-327024.98;-1205575.86
520233;"Hrubov";702;"Humenné";7;"Prešovskı kraj";"obec";;-216721.67;-1199960.02
514641;"Draice";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-352417.85;-1266259.77
503274;"Kolta";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-478111.85;-1303779.75
542661;"Belince";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-497194.82;-1252555.83
